time,gpu_utilization
126481.00000000001,0.06
126877.00000000001,0.065
126928.00000000001,0.06
127382.00000000001,0.06
127602.00000000001,0.065
127667.00000000001,0.075
127811.00000000001,0.07
127999.00000000001,0.07
128573.00000000001,0.07
128574.00000000001,0.07
128632.00000000001,0.07
129353.00000000001,0.07
129375.00000000001,0.07
129387.00000000001,0.07
129446.00000000001,0.07
129521.00000000001,0.07
129532.00000000001,0.07
129614.00000000001,0.07
129705.00000000001,0.07
129869.00000000001,0.07
129908.00000000001,0.07
129983.00000000001,0.07
130311.00000000001,0.06
130425.00000000001,0.06
130869.00000000001,0.06
131092.0,0.06
131163.0,0.06
131273.0,0.06
131275.0,0.06
131775.0,0.06
131792.0,0.06
132033.0,0.06
132621.0,0.06
133753.0,0.06
133909.0,0.06
134121.0,0.06
135478.0,0.06
136014.0,0.065
136023.0,0.06
136629.0,0.06
136630.0,0.06
136644.0,0.06
136674.0,0.06
136755.0,0.06
136756.0,0.06
136803.0,0.06
137049.0,0.06
137137.0,0.06
137152.0,0.06
137235.0,0.06
137280.0,0.06
137290.0,0.06
137291.0,0.06
137340.0,0.06
137410.0,0.06
137469.0,0.06
137508.0,0.06
137518.0,0.06
137570.0,0.06
137589.0,0.06
137634.0,0.06
137694.0,0.06
137699.0,0.06
137709.0,0.06
137820.0,0.06
137879.0,0.06
137897.0,0.065
137911.0,0.065
137926.0,0.065
137948.0,0.065
138004.0,0.065
138039.0,0.065
138217.0,0.065
138266.0,0.065
138319.0,0.065
138394.0,0.065
138399.0,0.065
138430.0,0.065
138465.0,0.065
138470.0,0.065
138506.0,0.065
138517.0,0.065
138614.0,0.065
138699.0,0.065
138958.0,0.065
139047.0,0.065
139239.0,0.065
139329.0,0.065
139331.0,0.065
139514.0,0.065
139726.0,0.065
139789.0,0.065
139809.0,0.065
140106.0,0.065
140112.0,0.065
140199.0,0.065
140233.0,0.065
140556.0,0.065
140587.0,0.06
140635.0,0.06
140800.0,0.06
140801.0,0.06
140828.0,0.06
140909.0,0.06
141010.0,0.06
141108.0,0.06
141125.0,0.06
141329.0,0.06
141554.0,0.06
141592.0,0.06
141767.0,0.06
142027.0,0.06
142439.0,0.06
142442.0,0.065
142666.0,0.07
142703.0,0.07
143083.0,0.07
143220.0,0.07
143782.0,0.07
144043.0,0.07
144242.0,0.07
144584.0,0.07
