time,gpu_utilization
1019186.0000000001,0.305
1019218.0000000001,0.305
1019263.0000000001,0.31
1019267.0000000001,0.31
1019301.0000000001,0.31
1019417.0000000001,0.31
1019470.0000000001,0.31
1019476.0000000001,0.31
1019768.0000000001,0.31
1020051.0000000001,0.31
1020600.0000000001,0.31
1020820.0000000001,0.305
1021074.0000000001,0.305
1021344.0000000001,0.305
1021457.0000000001,0.305
1021464.0000000001,0.305
1021624.0000000001,0.305
1021740.0000000001,0.305
1021841.0000000001,0.31
1021934.0000000001,0.31
1022062.0000000001,0.31
1022214.0000000001,0.305
1022358.0000000001,0.305
1022434.0000000001,0.305
1022452.0000000001,0.305
1022857.0000000001,0.305
1023109.0000000001,0.3
1023136.0000000001,0.3
1023236.0000000001,0.295
1023247.0000000001,0.295
1023248.0000000001,0.3
1023343.0000000001,0.31
1023367.0000000001,0.305
1023374.0000000001,0.3
1023400.0000000001,0.295
1023401.0000000001,0.29
1023444.0000000001,0.29
1023483.0000000001,0.285
1024665.0000000001,0.285
1024784.0000000001,0.285
1024785.0000000001,0.285
1024796.0000000001,0.285
1024800.0000000001,0.285
1024817.0000000001,0.285
1024895.0000000001,0.285
1024976.0000000001,0.285
1025173.0000000001,0.285
1025419.0000000001,0.285
1025564.0000000001,0.285
1025588.0000000001,0.285
1025666.0000000001,0.285
1025690.0000000001,0.285
1025843.0000000001,0.285
1025869.0000000001,0.285
1025894.0000000001,0.285
1025932.0000000001,0.285
1025953.0000000001,0.285
1025977.0000000001,0.285
1025978.0000000001,0.285
1025988.0000000001,0.285
1026026.0000000001,0.285
1026046.0000000001,0.285
1026070.0000000001,0.285
1026083.0000000001,0.285
1026213.0000000001,0.285
1026269.0000000001,0.285
1026271.0000000001,0.285
1026283.0000000001,0.285
1026460.0000000001,0.285
1026531.0000000001,0.285
1026794.0000000001,0.285
1027616.0000000001,0.285
1027743.0000000001,0.285
1027888.0000000001,0.285
1028385.0000000001,0.285
1028736.0000000001,0.28
1028773.0000000001,0.28
1028989.0000000001,0.285
1028990.0000000001,0.285
1028991.0000000001,0.285
1029006.0000000001,0.285
1029124.0000000001,0.28
1029203.0000000001,0.28
1029215.0000000001,0.28
1029309.0000000001,0.28
1029341.0000000001,0.28
1029346.0000000001,0.28
1029349.0000000001,0.28
1029364.0000000001,0.28
1029379.0000000001,0.28
1029462.0000000001,0.28
1029468.0000000001,0.28
1029536.0000000001,0.28
1029586.0000000001,0.28
1029642.0000000001,0.28
1029661.0000000001,0.28
1029739.0000000001,0.28
1029772.0000000001,0.28
1029890.0000000001,0.28
1029909.0000000001,0.28
1029963.0000000001,0.28
1029967.0000000001,0.28
1029991.0000000001,0.28
1030013.0000000001,0.28
1030020.0000000001,0.28
1030021.0000000001,0.28
1030070.0000000001,0.28
1030208.0000000001,0.28
1030209.0000000001,0.28
1030226.0000000001,0.28
1030279.0000000001,0.28
1030282.0000000001,0.28
1030467.0000000001,0.28
1030596.0000000001,0.28
1030727.0000000001,0.28
1030730.0000000001,0.28
1030795.0000000001,0.28
1030806.0000000001,0.28
1030851.0000000001,0.28
1030861.0000000001,0.28
1030891.0000000001,0.28
1030956.0000000001,0.28
1030992.0000000001,0.28
1030993.0000000001,0.28
1031013.0000000001,0.28
1031308.0000000001,0.28
1031439.0000000001,0.28
1031593.0000000001,0.28
1031696.0000000001,0.28
1031712.0000000001,0.28
1031781.0000000001,0.275
1031820.0000000001,0.275
1031821.0000000001,0.275
1031824.0000000001,0.275
1031843.0000000001,0.275
1031872.0000000001,0.275
1032221.0000000001,0.275
1032252.0000000001,0.275
1032258.0000000001,0.275
1032446.0000000001,0.275
1032592.0000000001,0.275
1032660.0000000001,0.275
1032957.0000000001,0.275
1033016.0000000001,0.275
1033098.0000000001,0.275
1033102.0000000001,0.275
1033256.0000000001,0.275
1033420.0000000001,0.275
1033712.0000000001,0.275
1033779.0000000001,0.275
1033784.0000000001,0.275
1033850.0000000001,0.275
1033979.0000000001,0.275
1034238.0000000001,0.27
1034273.0000000001,0.27
1034276.0000000001,0.27
1034332.0000000001,0.27
1034479.0000000001,0.27
1034527.0000000001,0.27
1034552.0000000001,0.27
1034943.0000000001,0.27
1035073.0000000001,0.27
1035496.0000000001,0.27
1035612.0000000001,0.27
1036269.0000000001,0.27
1036482.0000000001,0.27
1036576.0000000001,0.27
1036603.0000000001,0.27
1036693.0000000001,0.27
1036723.0000000001,0.27
1036753.0000000001,0.27
1036903.0000000001,0.27
1036940.0000000001,0.27
1036941.0000000001,0.27
1036943.0000000001,0.27
1036944.0000000001,0.27
1036945.0000000001,0.27
1036979.0000000001,0.27
1036982.0000000001,0.27
1036987.0000000001,0.27
1036997.0000000001,0.27
1037029.0000000001,0.27
1037070.0000000001,0.27
1037143.0000000001,0.27
1037334.0000000001,0.27
1037388.0000000001,0.27
1037444.0000000001,0.27
1037476.0000000001,0.27
1037537.0000000001,0.27
1037601.0000000001,0.27
1037602.0000000001,0.27
1037634.0000000001,0.27
1037638.0000000001,0.27
1037686.0000000001,0.27
1037701.0000000001,0.27
1037708.0000000001,0.27
1037747.0000000001,0.27
1037758.0000000001,0.27
1037802.0000000001,0.27
1037850.0000000001,0.27
1037858.0000000001,0.27
1037893.0000000001,0.27
1037896.0000000001,0.27
1037897.0000000001,0.27
1037902.0000000001,0.27
1037961.0000000001,0.27
1037963.0000000001,0.27
1037981.0000000001,0.27
1037985.0000000001,0.27
1038020.0000000001,0.27
1038027.0000000001,0.27
1038030.0000000001,0.27
1038039.0000000001,0.27
1038092.0000000001,0.27
1038128.0000000001,0.27
1038171.0000000001,0.27
1038228.0000000001,0.27
1038261.0000000001,0.27
1038386.0000000001,0.27
1038453.0000000001,0.27
1038581.0000000001,0.27
1038712.0000000001,0.27
1038826.0000000001,0.27
1038863.0000000001,0.27
1038926.0000000001,0.27
1039051.0000000001,0.27
1039059.0000000001,0.27
1039221.0000000001,0.27
1039230.0000000001,0.27
1039273.0000000001,0.27
1039280.0000000001,0.27
1039326.0000000001,0.27
1039347.0000000001,0.27
1039348.0000000001,0.27
1039366.0000000001,0.27
1039422.0000000001,0.27
1039427.0000000001,0.27
1039628.0000000001,0.27
1039634.0000000001,0.27
1039657.0000000001,0.275
1039724.0000000001,0.275
1039754.0000000001,0.275
1039760.0000000001,0.275
1039836.0000000001,0.275
1039855.0000000001,0.27
1039932.0000000001,0.265
1040182.0000000001,0.265
1040267.0000000001,0.265
1040376.0000000001,0.265
1040596.0000000001,0.265
1041109.0000000001,0.265
1041241.0000000001,0.265
1041629.0000000001,0.265
1041875.0000000001,0.265
1042160.0000000001,0.265
1042320.0000000001,0.265
1042370.0000000001,0.275
1042372.0000000001,0.275
1042512.0000000001,0.275
1043105.0000000001,0.275
1043458.0000000001,0.275
1044199.0000000001,0.275
1044478.0000000001,0.275
1044480.0000000001,0.275
1044901.0000000001,0.265
1045071.0000000001,0.265
1045078.0000000001,0.265
1045090.0000000001,0.265
1045111.0000000001,0.265
1045200.0000000001,0.265
1045212.0000000001,0.265
1045229.0000000001,0.265
1045318.0000000001,0.265
1045519.0000000001,0.265
1045559.0000000001,0.265
1045614.0000000001,0.265
1045729.0000000001,0.265
1047599.0000000001,0.265
1048118.0000000001,0.265
1048177.0000000001,0.265
1048189.0000000001,0.265
1048297.0000000001,0.265
1048310.0000000001,0.265
1048391.0000000001,0.265
1048488.0000000001,0.265
1048564.0000000001,0.265
1048849.0,0.265
1049043.0,0.265
1049618.0,0.265
1051149.0,0.265
1051751.0,0.265
1051788.0,0.265
1052229.0,0.265
1052470.0,0.265
1052830.0,0.265
1052890.0,0.265
1052933.0,0.265
1053299.0,0.265
1053580.0,0.265
1053886.0,0.265
1054775.0,0.265
1054830.0,0.265
1055079.0,0.265
1055905.0,0.265
1055906.0,0.265
1056875.0,0.265
1057156.0,0.265
1057707.0,0.265
1057917.0,0.265
1058159.0,0.265
1063085.0,0.265
1063587.0,0.265
1063715.0,0.265
1064036.0,0.265
1064651.0,0.265
1065532.0,0.265
1067600.0,0.265
1068693.0,0.265
1069182.0,0.265
1070517.0,0.265
1070820.0,0.265
1071277.0,0.265
1071627.0,0.265
1072643.0,0.265
1074328.0,0.27
1075026.0,0.27
1075881.0,0.27
1076182.0,0.27
1077030.0,0.27
1077214.0,0.27
1077275.0,0.27
1077290.0,0.27
1077727.0,0.27
1077958.0,0.27
1077995.0,0.27
1078101.0,0.27
1078124.0,0.27
1078132.0,0.27
1078646.0,0.27
1078717.0,0.27
1080919.0,0.27
1080949.0,0.27
1081575.0,0.27
1081582.0,0.27
1081612.0,0.27
1081665.0,0.27
1081794.0,0.27
1082036.0,0.27
1082618.0,0.275
1083099.0,0.275
1083463.0,0.275
1083784.0,0.275
1083809.0,0.28
1083939.0,0.285
1084115.0,0.28
1084210.0,0.275
1084510.0,0.275
1084543.0,0.275
1084644.0,0.275
1085041.0,0.275
1085160.0,0.275
1085737.0,0.275
1086432.0,0.275
1086650.0,0.275
1086748.0,0.275
1087324.0,0.275
1087777.0,0.275
1088455.0,0.275
1088530.0,0.275
1089060.0,0.275
1089162.0,0.28
1089267.0,0.28
1089298.0,0.28
1089324.0,0.285
1089342.0,0.295
1089452.0,0.29
1089502.0,0.285
1089637.0,0.285
1089665.0,0.28
1089688.0,0.28
1089715.0,0.28
1090816.0,0.28
1090823.0,0.28
1090840.0,0.28
1090841.0,0.28
1090844.0,0.28
1090889.0,0.28
1091613.0,0.28
1091643.0,0.28
1091706.0,0.28
1091827.0,0.28
1091883.0,0.28
1091976.0,0.28
1092153.0,0.28
1092183.0,0.28
1092379.0,0.28
1092394.0,0.28
1092544.0,0.29
1092570.0,0.29
1092733.0,0.29
1092897.0,0.285
1093006.0,0.285
1093112.0,0.285
1093595.0,0.29
1093740.0,0.29
1094190.0,0.285
1094432.0,0.285
1095515.0,0.285
1095518.0,0.285
1095570.0,0.285
1095639.0,0.285
1096058.0,0.285
1096370.0,0.285
1096468.0,0.285
1096510.0,0.285
1096638.0,0.285
1096867.0,0.26
1097024.0,0.26
1097310.0,0.265
1098031.0,0.265
1099245.0,0.265
1100097.0,0.265
1100334.0,0.265
1100375.0,0.27
1100605.0,0.275
1100608.0,0.27
1100638.0,0.265
1100768.0,0.26
1100777.0,0.255
1102169.0,0.255
1102170.0,0.295
1102244.0,0.295
1102692.0,0.295
1102772.0,0.295
1102781.0,0.295
1102841.0,0.295
1102902.0,0.295
1103170.0,0.295
1103207.0,0.295
1103239.0,0.295
1103324.0,0.295
1103340.0,0.295
1103496.0,0.295
1103544.0,0.295
1103662.0,0.295
1103971.0,0.29
1103973.0,0.285
1104005.0,0.28
1104087.0,0.28
1104109.0,0.28
1104193.0,0.275
1104207.0,0.275
1104210.0,0.275
1104224.0,0.27
1104304.0,0.265
1104489.0,0.26
1105047.0,0.26
1105301.0,0.265
1105364.0,0.265
1105708.0,0.265
1105788.0,0.27
1105808.0,0.275
1105915.0,0.28
1105960.0,0.28
1105987.0,0.28
1105992.0,0.28
1105995.0,0.275
1106009.0,0.275
1106602.0,0.27
1107213.0,0.27
1107238.0,0.275
1107244.0,0.275
1107273.0,0.275
1107346.0,0.275
1107376.0,0.275
1107384.0,0.27
1107390.0,0.26
1107393.0,0.255
1107394.0,0.25
1107414.0,0.245
1107417.0,0.24
1107428.0,0.235
1107446.0,0.23
1107449.0,0.23
1107455.0,0.225
1107456.0,0.22
1107481.0,0.215
1107483.0,0.21
1107488.0,0.205
1107492.0,0.2
1107505.0,0.195
1108003.0,0.19
1108020.0,0.19
1108022.0,0.19
1108617.0,0.19
1108965.0,0.19
1109081.0,0.185
1109406.0,0.185
1109792.0,0.18
1109987.0,0.18
1110880.0,0.18
1110983.0,0.18
1111021.0,0.18
1111353.0,0.18
1111441.0,0.18
1111680.0,0.18
1111892.0,0.18
1111901.0,0.18
1112060.0,0.18
1112222.0,0.18
1112283.0,0.18
1112284.0,0.18
1112304.0,0.18
1112312.0,0.18
1112419.0,0.18
1112690.0,0.18
1112738.0,0.18
1112776.0,0.18
1113872.0,0.18
1113918.0,0.18
1113978.0,0.175
1113985.0,0.175
1114776.0,0.175
1114909.0,0.175
1114956.0,0.175
1115219.0,0.175
1115451.0,0.175
1115509.0,0.19
1115576.0,0.215
1115621.0,0.21
1115672.0,0.21
1115690.0,0.205
1115973.0,0.2
1116698.0,0.195
1116730.0,0.19
1116820.0,0.185
1116824.0,0.18
1116866.0,0.175
1116923.0,0.175
1117022.0,0.175
1117084.0,0.17
1117125.0,0.165
1118089.0,0.165
1118896.0,0.17
1119273.0,0.165
1119286.0,0.165
1119327.0,0.16
1119387.0,0.155
1119416.0,0.15
1119485.0,0.145
1120233.0,0.145
1120299.0,0.145
1120373.0,0.145
1120423.0,0.145
1120452.0,0.13
1120457.0,0.125
1120459.0,0.12
1120658.0,0.12
1120659.0,0.12
1120753.0,0.115
1120774.0,0.11
1120949.0,0.11
1121082.0,0.11
1121348.0,0.11
1121409.0,0.11
1121590.0,0.11
1121605.0,0.115
1121678.0,0.115
1121736.0,0.115
1121780.0,0.11
1121781.0,0.105
1121782.0,0.1
1121942.0,0.1
1122001.0,0.1
1122014.0,0.1
1122024.0,0.095
1122067.0,0.095
1122142.0,0.095
1122524.0,0.095
1122791.0,0.095
1123232.0,0.095
1123958.0,0.1
1124047.0,0.095
1124124.0,0.095
1124259.0,0.09
1124462.0,0.09
1124542.0,0.09
1124605.0,0.09
1124976.0,0.09
1127442.0,0.09
1127957.0,0.09
1127959.0,0.09
1127960.0,0.09
1127986.0,0.09
1128086.0,0.09
1128348.0,0.09
1128377.0,0.09
1128419.0,0.09
1128438.0,0.09
1128475.0,0.09
1128598.0,0.09
1128599.0,0.09
1128683.0,0.09
1128739.0,0.09
1128835.0,0.09
1128840.0,0.09
1128842.0,0.09
1128896.0,0.095
1128948.0,0.095
1128973.0,0.095
1128975.0,0.095
1128981.0,0.095
1129000.0,0.095
1129087.0,0.095
1129338.0,0.095
1129359.0,0.095
1129489.0,0.095
1129583.0,0.095
1129642.0,0.095
1129697.0,0.095
1129728.0,0.095
1129730.0,0.095
1129742.0,0.095
1129764.0,0.095
1129942.0,0.095
1130026.0,0.095
1130108.0,0.095
1130118.0,0.095
1130199.0,0.095
1130324.0,0.095
1130402.0,0.095
1130412.0,0.095
1130446.0,0.095
1130450.0,0.095
1130658.0,0.095
1130809.0,0.095
1130928.0,0.095
1130990.0,0.095
1131022.0,0.095
1131424.0,0.095
1131648.0,0.095
1131653.0,0.1
1131730.0,0.1
1131759.0,0.1
1131791.0,0.095
1131821.0,0.095
1131866.0,0.095
1132272.0,0.095
1132309.0,0.095
1132352.0,0.095
1132713.0,0.095
1133327.0,0.095
1133370.0,0.095
1133514.0,0.095
1135993.0,0.095
1135994.0,0.095
1135995.0,0.095
1136007.0,0.095
1136037.0,0.095
1136278.0,0.095
1136457.0,0.1
1136527.0,0.1
1136550.0,0.1
1136579.0,0.1
1136610.0,0.1
1136627.0,0.1
1136629.0,0.1
1136632.0,0.1
1136637.0,0.1
1136653.0,0.1
1136664.0,0.1
1136716.0,0.1
1136742.0,0.1
1136752.0,0.1
1136757.0,0.1
1136809.0,0.1
1136812.0,0.1
1136816.0,0.1
1136833.0,0.1
1136868.0,0.1
1136923.0,0.1
1136924.0,0.1
1136944.0,0.095
1136947.0,0.095
1136967.0,0.095
1137002.0,0.095
1137030.0,0.095
1137071.0,0.095
1137107.0,0.095
1137117.0,0.095
1137120.0,0.095
1137161.0,0.095
1137163.0,0.095
1137167.0,0.095
1137193.0,0.095
1137241.0,0.095
1137288.0,0.095
1137353.0,0.095
1137390.0,0.095
1137530.0,0.095
1137587.0,0.095
1137646.0,0.095
1137702.0,0.095
1137724.0,0.095
1137791.0,0.095
1137820.0,0.095
1137837.0,0.095
1137924.0,0.095
1137993.0,0.095
1138091.0,0.095
1138244.0,0.095
1138249.0,0.095
1138301.0,0.095
1138424.0,0.095
1138513.0,0.095
1138573.0,0.095
1138774.0,0.095
1138850.0,0.095
1138949.0,0.095
1138996.0,0.095
1139084.0,0.095
1139104.0,0.095
1139736.0,0.095
1140131.0,0.095
1140469.0,0.095
1140967.0,0.095
1142501.0,0.095
1142647.0,0.095
1143283.0,0.095
1143984.0,0.095
1143985.0,0.095
1143986.0,0.095
1144013.0,0.095
1144117.0,0.095
1144250.0,0.095
1144278.0,0.095
1144300.0,0.095
1144302.0,0.095
1144341.0,0.095
1144345.0,0.095
1144372.0,0.095
1144426.0,0.095
1144469.0,0.095
1144472.0,0.095
1144480.0,0.095
1144576.0,0.095
1144583.0,0.095
1144596.0,0.095
1144608.0,0.095
1144618.0,0.105
1144633.0,0.105
1144683.0,0.105
1144723.0,0.1
1144731.0,0.1
1144733.0,0.1
1144739.0,0.1
1144771.0,0.1
1144863.0,0.095
1144871.0,0.09
1144896.0,0.09
1144897.0,0.09
1144921.0,0.085
1145029.0,0.085
1145048.0,0.085
1145066.0,0.085
1145191.0,0.085
1145224.0,0.085
1145279.0,0.085
1145307.0,0.085
1145359.0,0.085
1145425.0,0.085
1145459.0,0.085
1145575.0,0.085
1145628.0,0.085
1145647.0,0.085
1145678.0,0.085
1145700.0,0.085
1146385.0,0.085
1146685.0,0.085
1146817.0,0.085
1147254.0,0.085
1147343.0,0.085
1148497.0,0.085
1148674.0,0.085
1148708.0,0.085
1148757.0,0.085
1149085.0,0.085
1149166.0,0.085
1149551.0,0.085
1149962.0,0.085
1150093.0,0.09
1150130.0,0.09
1150517.0,0.095
1150518.0,0.095
1150744.0,0.095
1150751.0,0.095
1150775.0,0.095
1150801.0,0.095
1150804.0,0.095
1150851.0,0.095
1150869.0,0.095
1150895.0,0.095
1151155.0,0.095
1151185.0,0.095
1151196.0,0.095
1151213.0,0.095
1151226.0,0.09
1151260.0,0.09
1151286.0,0.09
1151345.0,0.09
1151375.0,0.09
1151433.0,0.09
1151439.0,0.09
1151525.0,0.09
1151561.0,0.09
1151571.0,0.09
1151593.0,0.09
1151675.0,0.09
1151736.0,0.09
1151802.0,0.09
1151835.0,0.09
1151838.0,0.09
1151889.0,0.09
1151918.0,0.09
1151981.0,0.09
1152081.0,0.09
1152096.0,0.09
1152205.0,0.09
1152222.0,0.09
1152361.0,0.09
1152516.0,0.09
1152629.0,0.09
1152812.0,0.09
1153384.0,0.09
1153720.0,0.09
1154516.0,0.09
1154518.0,0.09
1154519.0,0.09
1154564.0,0.09
1154636.0,0.09
1154727.0,0.09
1154816.0,0.09
1155116.0,0.09
1155130.0,0.09
1155145.0,0.09
1155147.0,0.09
1155224.0,0.09
1155232.0,0.09
1155239.0,0.09
1155299.0,0.09
1155305.0,0.09
1155327.0,0.09
1155386.0,0.09
1155422.0,0.09
1155479.0,0.09
1155506.0,0.09
1155561.0,0.09
1155657.0,0.09
1155670.0,0.09
1155778.0,0.095
1155837.0,0.095
1155843.0,0.095
1156026.0,0.095
1156033.0,0.09
1156180.0,0.085
1156186.0,0.085
1156197.0,0.085
1156290.0,0.085
1156339.0,0.085
1156464.0,0.085
1156619.0,0.085
1156682.0,0.085
1156745.0,0.085
1158161.0,0.085
1158271.0,0.085
1158354.0,0.085
1158363.0,0.085
1158706.0,0.085
1159415.0,0.085
1159784.0,0.08
1160089.0,0.08
1160894.0,0.08
1160895.0,0.08
1161285.0,0.08
1161464.0,0.08
1161524.0,0.08
1161584.0,0.08
1161591.0,0.08
1161604.0,0.08
1161634.0,0.075
1161704.0,0.075
1161758.0,0.075
1161858.0,0.075
1161864.0,0.075
1161921.0,0.07
1161953.0,0.07
1162039.0,0.07
1162124.0,0.07
1162155.0,0.07
1162164.0,0.07
1162184.0,0.07
1162190.0,0.07
1162198.0,0.07
1162247.0,0.07
1162334.0,0.07
1162335.0,0.07
1162466.0,0.07
1162499.0,0.07
1162513.0,0.07
1162514.0,0.07
1162611.0,0.07
1162660.0,0.07
1162712.0,0.07
1162841.0,0.07
1162848.0,0.07
1162874.0,0.07
1163049.0,0.07
1163109.0,0.07
1163241.0,0.07
1164002.0,0.07
1164919.0,0.07
1165108.0,0.07
1165115.0,0.07
1165203.0,0.07
1165383.0,0.07
1165468.0,0.07
1165481.0,0.07
1165528.0,0.07
1165582.0,0.07
1165592.0,0.07
1165647.0,0.07
1165858.0,0.07
1165919.0,0.07
1165939.0,0.07
1165958.0,0.07
1166019.0,0.07
1166031.0,0.07
1166058.0,0.07
1166068.0,0.075
1166090.0,0.075
1166187.0,0.075
1166188.0,0.075
1166257.0,0.075
1166266.0,0.075
1166281.0,0.075
1166294.0,0.075
1166318.0,0.075
1166460.0,0.075
1166488.0,0.075
1166673.0,0.075
1166675.0,0.08
1166687.0,0.085
1166926.0,0.085
1166978.0,0.08
1167096.0,0.075
1167099.0,0.075
1167100.0,0.075
1167105.0,0.075
1167107.0,0.075
1167108.0,0.075
1167109.0,0.075
1167229.0,0.075
1167230.0,0.075
1167243.0,0.075
1167288.0,0.075
1167340.0,0.075
1167498.0,0.075
1167514.0,0.075
1167629.0,0.075
1167657.0,0.075
1168091.0,0.075
1168188.0,0.075
1168635.0,0.075
1168637.0,0.075
1168842.0,0.075
1169024.0,0.08
1169056.0,0.08
1169175.0,0.08
1169264.0,0.08
1169294.0,0.08
1169317.0,0.08
1169324.0,0.08
1169437.0,0.08
1169504.0,0.08
1169505.0,0.08
1169524.0,0.08
1169535.0,0.08
1169537.0,0.08
1169538.0,0.075
1169544.0,0.075
1169610.0,0.075
1169629.0,0.075
1169715.0,0.075
1169775.0,0.075
1169826.0,0.075
1169829.0,0.07
1169868.0,0.07
1169869.0,0.07
1169894.0,0.07
1169939.0,0.07
1169956.0,0.07
1170044.0,0.07
1170051.0,0.07
1170105.0,0.07
1170160.0,0.07
1170210.0,0.07
1170336.0,0.07
1170383.0,0.07
1170404.0,0.07
1170497.0,0.07
1170519.0,0.07
1170530.0,0.07
1170548.0,0.07
1170693.0,0.07
1170793.0,0.07
1170820.0,0.07
1170892.0,0.07
1170946.0,0.07
1171353.0,0.07
1171362.0,0.07
1171737.0,0.07
1171794.0,0.075
1172108.0,0.075
1172209.0,0.075
1172501.0,0.08
1172504.0,0.08
1172510.0,0.08
1172519.0,0.075
1172560.0,0.075
1172587.0,0.075
1172638.0,0.075
1172651.0,0.075
1172699.0,0.075
1172816.0,0.075
1172969.0,0.075
1172976.0,0.075
1173036.0,0.075
1173066.0,0.075
1173119.0,0.075
1173175.0,0.075
1173180.0,0.075
1173239.0,0.075
1173283.0,0.075
1173478.0,0.075
1173683.0,0.075
1173726.0,0.075
1173803.0,0.075
1174319.0,0.075
1174349.0,0.075
1174441.0,0.075
1174499.0,0.075
1174529.0,0.075
1174902.0,0.08
1174913.0,0.075
1174933.0,0.075
1175060.0,0.075
1175104.0,0.075
1175157.0,0.075
1175270.0,0.075
1175274.0,0.075
1175417.0,0.07
1176375.0,0.07
1176462.0,0.07
1176770.0,0.07
1177019.0,0.07
1177104.0,0.07
1177156.0,0.07
1177247.0,0.07
1177273.0,0.07
1177293.0,0.07
1177338.0,0.07
1177344.0,0.07
1177362.0,0.075
1177523.0,0.075
1177579.0,0.075
1177662.0,0.075
1177666.0,0.075
1177695.0,0.075
1177732.0,0.075
1177905.0,0.075
1177932.0,0.075
1178125.0,0.075
1178226.0,0.075
1178445.0,0.075
1178479.0,0.075
1179121.0,0.075
1179477.0,0.075
1179625.0,0.075
1179634.0,0.08
1179639.0,0.08
1179778.0,0.08
1179940.0,0.08
1179982.0,0.08
1180030.0,0.08
1180188.0,0.08
1180189.0,0.08
1180456.0,0.08
1180606.0,0.085
1180607.0,0.085
1180695.0,0.085
1180798.0,0.085
1180850.0,0.08
1181030.0,0.08
1181089.0,0.08
1181166.0,0.08
1181176.0,0.08
1181341.0,0.08
1181385.0,0.08
1181507.0,0.08
1181560.0,0.08
1181717.0,0.08
1181728.0,0.08
1181987.0,0.08
1182795.0,0.08
1182801.0,0.08
1183135.0,0.08
1183139.0,0.08
1183224.0,0.08
1183225.0,0.08
1183317.0,0.085
1183322.0,0.09
1183578.0,0.085
1183582.0,0.08
1183584.0,0.08
1183733.0,0.08
1183817.0,0.08
1183854.0,0.08
1183859.0,0.08
1183875.0,0.08
1183892.0,0.085
1183963.0,0.085
1183964.0,0.085
1183988.0,0.085
1184086.0,0.09
1184107.0,0.09
1184115.0,0.09
1184133.0,0.09
1184136.0,0.09
1184145.0,0.09
1184201.0,0.09
1184215.0,0.09
1184253.0,0.09
1184254.0,0.09
1184318.0,0.09
1184364.0,0.095
1184513.0,0.075
1184626.0,0.075
1185253.0,0.075
1185294.0,0.08
1185452.0,0.08
1185740.0,0.075
1186028.0,0.075
1186132.0,0.08
1186315.0,0.08
1186378.0,0.075
1186510.0,0.075
1186680.0,0.08
1186713.0,0.075
1187184.0,0.075
1187195.0,0.075
1187211.0,0.075
1187591.0,0.075
1187723.0,0.075
1188243.0,0.08
1188244.0,0.08
1188342.0,0.08
1188345.0,0.08
1188368.0,0.08
1188373.0,0.08
1188402.0,0.08
1188430.0,0.08
1188445.0,0.075
1188503.0,0.075
1188555.0,0.075
1188564.0,0.075
1188676.0,0.075
1188798.0,0.075
1188824.0,0.08
1188954.0,0.08
1188965.0,0.08
1188989.0,0.08
1188995.0,0.08
1189012.0,0.075
1189024.0,0.075
1189029.0,0.075
1189081.0,0.075
1189082.0,0.075
1189088.0,0.075
1189107.0,0.075
1189134.0,0.075
1189164.0,0.075
1189183.0,0.075
1189190.0,0.075
1189206.0,0.075
1189216.0,0.075
1189227.0,0.075
1189240.0,0.075
1189264.0,0.075
1189272.0,0.075
1189325.0,0.075
1189332.0,0.075
1189350.0,0.075
1189362.0,0.075
1189367.0,0.075
1189423.0,0.075
1189473.0,0.075
1189479.0,0.075
1189549.0,0.075
1189662.0,0.075
1189697.0,0.075
1189722.0,0.075
1189746.0,0.075
1189752.0,0.075
1189775.0,0.075
1189873.0,0.075
1189886.0,0.075
1189952.0,0.075
1189978.0,0.075
1189991.0,0.075
1190082.0,0.075
1190099.0,0.075
1190187.0,0.075
1190225.0,0.075
1190270.0,0.075
1190298.0,0.075
1190341.0,0.075
1190362.0,0.075
1190373.0,0.075
1190402.0,0.075
1190452.0,0.075
1190474.0,0.075
1190490.0,0.075
1190497.0,0.075
1190517.0,0.075
1190635.0,0.075
1190951.0,0.075
1191476.0,0.075
1191974.0,0.075
1192613.0,0.075
1192744.0,0.075
1192754.0,0.075
1192868.0,0.075
1192927.0,0.075
1192964.0,0.075
1193150.0,0.075
1194263.0,0.075
1194268.0,0.075
1195304.0,0.075
1195305.0,0.075
1195306.0,0.075
1195334.0,0.075
1195393.0,0.075
1195635.0,0.075
1195785.0,0.075
1195900.0,0.075
1195918.0,0.075
1195921.0,0.075
1195923.0,0.075
1195966.0,0.075
1195997.0,0.075
1196020.0,0.075
1196078.0,0.075
1196115.0,0.075
1196145.0,0.075
1196173.0,0.075
1196195.0,0.075
1196267.0,0.075
1196386.0,0.075
1196409.0,0.075
1196500.0,0.075
1196522.0,0.075
1196537.0,0.075
1196611.0,0.075
1196689.0,0.075
1196698.0,0.075
1196790.0,0.075
1196792.0,0.075
1196927.0,0.075
1196979.0,0.075
1197019.0,0.075
1197083.0,0.075
1197091.0,0.095
1197110.0,0.095
1197111.0,0.105
1197114.0,0.11
1197273.0,0.13
1197275.0,0.13
1197285.0,0.135
1197305.0,0.135
1197400.0,0.135
1197409.0,0.135
1197420.0,0.14
1197435.0,0.14
1197509.0,0.135
1197825.0,0.135
1198150.0,0.135
1198185.0,0.135
1198209.0,0.135
1198305.0,0.135
1198425.0,0.135
1198426.0,0.135
1198508.0,0.135
1199146.0,0.135
1199196.0,0.135
1199338.0,0.135
1201135.0,0.135
1201137.0,0.135
1201150.0,0.135
1201394.0,0.135
1201525.0,0.135
1201615.0,0.135
1201826.0,0.135
1201879.0,0.135
