id,submit_time,cpu,gpu,duration,assigned_node,start_time,end_time,wait_time,turnaround_time
instance_8893,411424.0,48.0,0,120.0,n-31,411424.0,411544.0,0.0,120.0
instance_8924,411518.0,48.0,0,122.0,n-43,411518.0,411640.0,0.0,122.0
instance_8894,411543.0,48.0,0,120.0,n-5,411543.0,411663.0,0.0,120.0
instance_8933,411547.0,48.0,0,281067.0,n-31,411547.0,692614.0,0.0,281067.0
instance_8892,411698.0,48.0,0,122.0,n-43,411698.0,411820.0,0.0,122.0
instance_8936,411754.0,48.0,0,67588.00000000006,n-40,411754.0,479342.00000000006,0.0,67588.00000000006
instance_8895,411831.0,48.0,0,121.0,n-43,411831.0,411952.0,0.0,121.0
instance_8926,411842.0,48.0,0,121.0,n-42,411842.0,411963.0,0.0,121.0
instance_8925,412190.0,48.0,0,121.0,n-43,412190.0,412311.0,0.0,121.0
instance_8945,412447.0,64.0,0,56229.00000000006,n-17,412447.0,468676.00000000006,0.0,56229.00000000006
instance_8947,412646.0,96.0,0,134.0,n-1,412646.0,412780.0,0.0,134.0
instance_8952,413340.0,48.0,0,128.0,n-4,413340.0,413468.0,0.0,128.0
instance_8954,413532.0,48.0,0,213831.0,n-4,413532.0,627363.0,0.0,213831.0
instance_8940,413657.0,48.0,0,928.0,n-43,413657.0,414585.0,0.0,928.0
instance_8955,413943.0,48.0,0,120.0,n-49,413943.0,414063.0,0.0,120.0
instance_8957,414419.0,48.0,0,122.0,n-12,414419.0,414541.0,0.0,122.0
instance_8964,414489.0,96.0,0,91696.00000000006,n-1,414489.0,506185.00000000006,0.0,91696.00000000006
instance_8956,414611.0,48.0,0,121.0,n-43,414611.0,414732.0,0.0,121.0
instance_8963,415410.0,48.0,0,120.0,n-43,415410.0,415530.0,0.0,120.0
instance_8965,415544.0,64.0,0,7622.0,n-12,415544.0,423166.0,0.0,7622.0
instance_8953,415635.0,48.0,0,122.0,n-43,415635.0,415757.0,0.0,122.0
