time,cpu_utilization
0.0,0.0
475.00000000000006,0.0
536.0,0.005
683.0,0.015
687.0,0.018333333333333333
736.0,0.021666666666666667
795.0,0.025
1641.0,0.03166666666666667
2843.0,0.03166666666666667
3496.0,0.03166666666666667
3674.0000000000005,0.02666666666666667
3836.0000000000005,0.02666666666666667
3973.0000000000005,0.029166666666666667
3974.0000000000005,0.029791666666666668
4012.0000000000005,0.030416666666666668
4275.0,0.031041666666666665
4290.0,0.034375
4789.0,0.035208333333333335
4824.0,0.035208333333333335
5040.0,0.03229166666666667
5647.0,0.03166666666666667
5658.0,0.031041666666666665
5687.0,0.031041666666666665
5813.0,0.031041666666666665
5965.0,0.030416666666666668
6222.0,0.030416666666666668
6251.0,0.03375
6990.0,0.037083333333333336
7535.000000000001,0.037083333333333336
8164.000000000001,0.04041666666666666
8975.0,0.04375
9124.0,0.04708333333333333
9423.0,0.04791666666666667
9554.0,0.04791666666666667
9634.0,0.04791666666666667
11708.0,0.050416666666666665
12720.0,0.05333333333333334
12743.0,0.05
13093.0,0.05
13541.0,0.050416666666666665
13667.0,0.050416666666666665
16286.000000000002,0.050416666666666665
16311.000000000002,0.06
16679.0,0.059583333333333335
17180.0,0.059583333333333335
17237.0,0.06458333333333334
17663.0,0.07625
18087.0,0.08208333333333333
18184.0,0.08375
18238.0,0.07875
21259.0,0.07875
22059.0,0.07875
22192.0,0.07625
22207.0,0.07625
23005.0,0.08125
23268.0,0.07958333333333334
23411.0,0.07916666666666666
24293.0,0.07916666666666666
24439.0,0.0825
24576.0,0.08916666666666667
25021.0,0.09583333333333334
25060.0,0.0925
25145.0,0.0925
25689.0,0.0925
26731.0,0.0925
26818.0,0.09083333333333334
27459.0,0.09083333333333334
28774.0,0.09333333333333334
30320.000000000004,0.09833333333333333
30546.000000000004,0.10166666666666667
30899.000000000004,0.10416666666666667
31233.000000000004,0.10916666666666666
31272.000000000004,0.11333333333333333
31276.000000000004,0.11333333333333333
31277.000000000004,0.11666666666666667
31285.000000000004,0.11916666666666667
31432.000000000004,0.12416666666666666
31436.000000000004,0.12666666666666668
31782.000000000004,0.13
32362.000000000004,0.13
32395.000000000004,0.12541666666666668
32963.0,0.12541666666666668
33018.0,0.13041666666666665
33606.0,0.13541666666666666
33735.0,0.13541666666666666
33978.0,0.13541666666666666
34345.0,0.14041666666666666
34491.0,0.14458333333333334
34731.0,0.14125
34878.0,0.13791666666666666
35534.0,0.13291666666666666
35985.0,0.13291666666666666
37034.0,0.13625
37320.0,0.14625
37349.0,0.16041666666666668
37350.0,0.16375
37800.0,0.16375
37853.0,0.16375
37984.0,0.16416666666666666
37986.0,0.1675
38040.0,0.16791666666666666
38065.0,0.17125
38146.0,0.17125
38219.0,0.17125
38382.0,0.17458333333333334
38449.0,0.18125
38499.0,0.18125
38549.0,0.18458333333333332
38563.0,0.18791666666666668
38670.0,0.19125
39085.0,0.19458333333333333
39105.0,0.19958333333333333
40020.0,0.20458333333333334
40022.0,0.20958333333333334
40061.0,0.20958333333333334
40684.0,0.20958333333333334
40805.0,0.20958333333333334
41121.0,0.20958333333333334
41181.0,0.21458333333333332
41307.0,0.21791666666666668
41806.0,0.21625
42382.0,0.21625
42728.0,0.21875
42757.0,0.22208333333333333
43330.0,0.22875
43532.0,0.22875
43537.0,0.22916666666666666
43637.0,0.23166666666666666
43864.0,0.23375
44118.0,0.23125
44367.0,0.22875
44853.0,0.22875
45280.0,0.229375
45281.0,0.23270833333333332
45323.0,0.24520833333333333
45324.0,0.2502083333333333
45405.0,0.2679166666666667
45611.0,0.2679166666666667
46097.0,0.2679166666666667
46144.0,0.26458333333333334
46243.0,0.26125
46440.0,0.2579166666666667
46457.0,0.25458333333333333
46482.0,0.24958333333333332
46526.0,0.24458333333333335
46546.0,0.24458333333333335
46592.0,0.24708333333333332
46598.0,0.24375
46603.0,0.24375
46876.0,0.25375
47267.0,0.2520833333333333
47392.0,0.24875
47802.0,0.24875
48528.0,0.24875
48867.0,0.24875
49706.0,0.24916666666666668
49765.0,0.2525
49796.0,0.25583333333333336
49827.0,0.25916666666666666
49886.0,0.2658333333333333
50049.0,0.26666666666666666
50366.0,0.26666666666666666
50516.0,0.27
50532.0,0.27
50542.0,0.26666666666666666
50805.0,0.26416666666666666
50857.0,0.2608333333333333
50992.0,0.2575
51195.0,0.25416666666666665
51296.0,0.25416666666666665
51988.0,0.2575
52144.0,0.2575
52722.0,0.2575
54508.0,0.2579166666666667
55549.0,0.25833333333333336
55579.0,0.265
55607.0,0.2683333333333333
55627.0,0.26895833333333335
55967.0,0.26625
56103.0,0.26625
57175.0,0.2683333333333333
57934.0,0.2683333333333333
58427.00000000001,0.2733333333333333
58563.00000000001,0.2733333333333333
58773.00000000001,0.27666666666666667
59184.00000000001,0.28
59703.00000000001,0.2833333333333333
60210.00000000001,0.2833333333333333
62326.00000000001,0.2833333333333333
62788.00000000001,0.28833333333333333
63109.00000000001,0.28458333333333335
63513.00000000001,0.28458333333333335
63989.0,0.28791666666666665
64095.00000000001,0.28791666666666665
64909.00000000001,0.28791666666666665
65424.00000000001,0.27791666666666665
65625.0,0.27791666666666665
66019.0,0.28791666666666665
66467.0,0.30125
66517.0,0.30125
66523.0,0.29791666666666666
66667.0,0.28791666666666665
66766.0,0.28458333333333335
67170.0,0.28458333333333335
67398.0,0.281875
67698.0,0.281875
67699.0,0.284375
67740.0,0.28770833333333334
68072.0,0.2970833333333333
68170.0,0.29375
69420.0,0.29375
69593.0,0.30375
70221.0,0.30645833333333333
70321.0,0.303125
70704.0,0.303125
71189.0,0.303125
71875.0,0.303125
72302.0,0.303125
72996.0,0.303125
73494.0,0.30375
73525.0,0.30645833333333333
74067.0,0.30645833333333333
74717.0,0.3097916666666667
74746.0,0.313125
75025.0,0.323125
75361.0,0.32645833333333335
75766.0,0.333125
76074.0,0.333125
76124.0,0.32645833333333335
76130.0,0.31645833333333334
76752.0,0.313125
76975.0,0.313125
77452.0,0.313125
77552.0,0.313125
78088.0,0.313125
78632.0,0.313125
78633.0,0.31645833333333334
79112.0,0.323125
79180.0,0.323125
79263.0,0.323125
79427.0,0.32645833333333335
80012.0,0.32645833333333335
80376.0,0.3258333333333333
80673.0,0.3258333333333333
81392.0,0.3258333333333333
82363.0,0.3258333333333333
82503.0,0.3258333333333333
83982.0,0.3258333333333333
84012.0,0.32916666666666666
84187.0,0.3358333333333333
84189.0,0.3358333333333333
84219.0,0.33916666666666667
84339.0,0.3425
84602.0,0.3433333333333333
84639.0,0.3433333333333333
84972.0,0.35
85000.0,0.355
85040.0,0.355
85095.0,0.345
85284.0,0.3416666666666667
85473.0,0.3383333333333333
85500.0,0.335
86292.0,0.335
87576.0,0.34
87997.0,0.35
88211.0,0.35333333333333333
88325.0,0.35375
88381.0,0.35375
88667.0,0.35041666666666665
88795.0,0.34541666666666665
88873.0,0.34208333333333335
88890.0,0.33708333333333335
88899.0,0.33708333333333335
88985.0,0.34041666666666665
88993.0,0.34041666666666665
89342.0,0.33708333333333335
89441.0,0.33375
90183.0,0.3304166666666667
90750.0,0.3304166666666667
90782.0,0.3329166666666667
90912.0,0.34291666666666665
91447.0,0.34375
