id,submit_time,cpu,gpu,duration
instance_12329,1188368.0,64.0,0,79623.0
instance_12332,1188345.0,64.0,0,8064.0
instance_12333,1188345.0,64.0,0,13554.0
instance_12334,1188373.0,64.0,0,7548.0
instance_12335,1188345.0,64.0,0,8266.0
instance_12336,1188345.0,64.0,0,8928.0
instance_12337,1188402.0,64.0,0,20270.0
instance_12338,1188798.0,64.0,0,7102.0
instance_12339,1188430.0,64.0,0,7493.0
instance_12340,1188503.0,64.0,0,13580.0
instance_12341,1188798.0,8.0,1,231591.0
instance_12342,1188555.0,64.0,0,121.0
instance_12343,1189029.0,64.0,0,7144.0
instance_12344,1189088.0,64.0,0,25620.0
instance_12345,1189082.0,96.0,0,86101.0
instance_12346,1188503.0,64.0,0,61.0
instance_12347,1189206.0,64.0,0,67439.0
instance_12350,1189183.0,64.0,0,22299.0
instance_12351,1189272.0,64.0,0,41839.0
instance_12352,1189332.0,64.0,0,19235.0
instance_12353,1189362.0,64.0,0,7327.0
instance_12354,1189423.0,64.0,0,7114.0
instance_12355,1189662.0,64.0,0,12919.0
instance_12358,1189697.0,64.0,0,13429.0
instance_12359,1189697.0,64.0,0,19097.0
instance_12360,1189697.0,64.0,0,25463.0
instance_12361,1189697.0,64.0,0,47298.0
instance_12362,1189722.0,64.0,0,18892.0
instance_12363,1189752.0,64.0,0,6748.0
instance_12364,1189752.0,64.0,0,7267.0
instance_12365,1189991.0,64.0,0,12029.0
instance_12366,1189991.0,64.0,0,2622.0
instance_12367,1190082.0,64.0,0,13629.0
instance_12368,1190951.0,64.0,0,18959.0
instance_12372,1191974.0,64.0,0,4293.0
instance_12373,1191974.0,64.0,0,24553.0
instance_12374,1192744.0,64.0,0,56183.0
instance_12375,1192754.0,64.0,0,56185.0
instance_12376,1192927.0,48.0,0,40969.0
instance_12377,1192964.0,96.0,0,9850.0
instance_12379,1194263.0,8.0,1,5.0
instance_12380,1195304.0,64.0,0,6575.0
instance_12381,1195304.0,64.0,0,6873.0
instance_12382,1195304.0,64.0,0,6940.0
instance_12383,1195304.0,64.0,0,6923.0
instance_12384,1195304.0,64.0,0,8883.0
instance_12385,1195304.0,64.0,0,19447.0
instance_12386,1195304.0,64.0,0,28862.0
instance_12388,1195304.0,64.0,0,109040.0
instance_12390,1195305.0,64.0,0,6598.0
instance_12391,1195305.0,64.0,0,6767.0
instance_12392,1195305.0,64.0,0,6843.0
instance_12393,1195306.0,64.0,0,6939.0
instance_12394,1195334.0,64.0,0,14386.0
instance_12395,1195393.0,64.0,0,6812.0
instance_12396,1195635.0,64.0,0,6761.0
instance_12397,1195785.0,64.0,0,12380.0
instance_12398,1195997.0,64.0,0,7005.0
instance_12399,1196020.0,64.0,0,7031.0
instance_12400,1196115.0,64.0,0,51862.0
instance_12401,1196145.0,64.0,0,45306.0
instance_12403,1196386.0,64.0,0,50677.0
instance_12406,1197114.0,8.0,1,5692.0
instance_12407,1197083.0,8.0,1,5840.0
instance_12408,1197083.0,8.0,1,5900.0
instance_12409,1197110.0,8.0,1,6293.0
instance_12410,1197110.0,16.0,1,11419.0
instance_12411,1197275.0,8.0,1,60804.0
instance_12412,1197083.0,8.0,1,158834.0
instance_12413,1197111.0,8.0,1,273331.0
instance_12414,1197083.0,8.0,1,273434.0
instance_12417,1197305.0,8.0,1,89671.0
instance_12418,1197409.0,8.0,1,280566.0
instance_12423,1197114.0,8.0,1,11200.0
instance_12424,1197114.0,8.0,1,11730.0
instance_12425,1197114.0,8.0,1,22403.0
instance_12426,1197285.0,64.0,0,4869.0
instance_12428,1197435.0,64.0,0,12233.0
instance_12429,1197825.0,64.0,0,10719.0
instance_12430,1198150.0,192.0,0,246095.0
instance_12431,1198305.0,64.0,0,11051.0
instance_12432,1198425.0,64.0,0,3922.0
instance_12433,1198426.0,64.0,0,10075.0
instance_12436,1201137.0,64.0,0,6740.0
instance_12437,1201137.0,64.0,0,6746.0
instance_12438,1201137.0,64.0,0,6965.0
instance_12439,1201137.0,64.0,0,9285.0
instance_12441,1201135.0,64.0,0,89545.0
instance_12442,1201137.0,64.0,0,110407.0
instance_12443,1201137.0,64.0,0,6756.0
instance_12444,1201137.0,64.0,0,7215.0
instance_12445,1201137.0,64.0,0,9492.0
instance_12446,1201150.0,64.0,0,9573.0
instance_12448,1201137.0,64.0,0,7185.0
instance_12451,1201394.0,64.0,0,6494.0
instance_12452,1201525.0,64.0,0,7078.0
instance_12453,1201615.0,64.0,0,6922.0
instance_12455,1201826.0,64.0,0,39463.0
instance_12456,1201947.0,64.0,0,45073.0
instance_12457,1202156.0,64.0,0,54172.0
instance_12459,1202306.0,64.0,0,50507.0
instance_12460,1202336.0,64.0,0,6325.0
instance_12464,1202595.0,8.0,1,11258.0
instance_12466,1202596.0,8.0,1,33412.0
instance_12467,1202596.0,8.0,1,268114.0
instance_12468,1202609.0,64.0,0,28978.0
instance_12469,1202786.0,64.0,0,5720.0
instance_12475,1203446.0,64.0,0,4250.0
instance_12476,1205067.0,64.0,0,5102.0
instance_12479,1207266.0,64.0,0,7495.0
instance_12481,1207266.0,64.0,0,7917.0
instance_12482,1207266.0,64.0,0,7358.0
instance_12483,1207266.0,64.0,0,7394.0
instance_12484,1207267.0,64.0,0,7586.0
instance_12485,1207266.0,64.0,0,7990.0
instance_12486,1207266.0,64.0,0,83808.0
instance_12490,1207925.0,64.0,0,33594.0
instance_12491,1208015.0,64.0,0,7759.0
instance_12494,1208105.0,64.0,0,7220.0
instance_12495,1208105.0,64.0,0,14041.0
instance_12496,1208155.0,8.0,1,5961.0
instance_12497,1208111.0,8.0,1,89829.0
instance_12498,1208155.0,16.0,1,178889.0
instance_12500,1208168.0,64.0,0,51104.0
instance_12502,1208256.0,64.0,0,22524.0
instance_12504,1208526.0,64.0,0,21838.0
instance_12505,1208795.0,64.0,0,21517.0
instance_12506,1208853.0,8.0,1,5.0
instance_12507,1208976.0,64.0,0,5867.0
instance_12508,1208976.0,64.0,0,22150.0
instance_12509,1209628.0,8.0,1,14019.0
instance_12510,1209815.0,64.0,0,5147.0
instance_12511,1209815.0,64.0,0,22475.0
instance_12512,1209815.0,64.0,0,57854.0
instance_12515,1210865.0,64.0,0,30918.0
instance_12516,1213632.0,8.0,1,5565.0
instance_12517,1213780.0,8.0,1,5762.0
instance_12519,1214032.0,48.0,0,313.0
instance_12520,1214032.0,48.0,0,509.0
instance_12521,1214032.0,64.0,0,7450.0
instance_12522,1214032.0,64.0,0,7450.0
instance_12523,1214062.0,64.0,0,7474.0
instance_12524,1214032.0,64.0,0,7563.0
instance_12525,1214033.0,64.0,0,7526.0
instance_12526,1214032.0,64.0,0,7677.0
instance_12527,1214032.0,64.0,0,7651.0
instance_12528,1214062.0,64.0,0,7781.0
instance_12529,1214033.0,64.0,0,8148.0
instance_12530,1214033.0,64.0,0,9251.0
instance_12531,1214033.0,64.0,0,28030.0
instance_12532,1214032.0,64.0,0,77393.0
instance_12533,1214033.0,64.0,0,114698.0
instance_12535,1214306.0,48.0,0,84801.0
instance_12536,1214347.0,48.0,0,40204.0
instance_12537,1214362.0,64.0,0,37595.0
instance_12538,1214422.0,64.0,0,40711.0
instance_12540,1214542.0,64.0,0,32713.0
instance_12541,1214568.0,64.0,0,7001.0
instance_12542,1214602.0,64.0,0,7061.0
instance_12543,1214843.0,64.0,0,22499.0
instance_12544,1214992.0,64.0,0,15599.0
instance_12545,1215112.0,64.0,0,7105.0
instance_12546,1215119.0,8.0,1,836.0
instance_12547,1215292.0,64.0,0,43980.0
instance_12548,1215382.0,64.0,0,21026.0
instance_12549,1215386.0,8.0,1,7.0
instance_12550,1215712.0,64.0,0,24901.0
instance_12551,1215745.0,64.0,0,31384.0
instance_12552,1215862.0,64.0,0,6634.0
instance_12554,1216043.0,8.0,1,14365.0
instance_12556,1216464.0,64.0,0,46494.0
instance_12559,1218379.0,192.0,0,126.0
instance_12562,1219301.0,8.0,1,258504.0
instance_12563,1219196.0,8.0,1,258561.0
instance_12565,1220925.0,64.0,0,8569.0
instance_12566,1220925.0,64.0,0,8635.0
instance_12567,1220925.0,64.0,0,8984.0
instance_12568,1220925.0,64.0,0,11964.0
instance_12569,1220925.0,64.0,0,15069.0
instance_12570,1220927.0,64.0,0,8567.0
instance_12571,1220926.0,64.0,0,12128.0
instance_12572,1220968.0,64.0,0,123292.0
instance_12573,1220968.0,64.0,0,8509.0
instance_12574,1220927.0,64.0,0,8755.0
instance_12575,1220927.0,64.0,0,17360.0
instance_12577,1221014.0,64.0,0,8995.0
instance_12578,1221022.0,64.0,0,9092.0
instance_12580,1221024.0,64.0,0,8756.0
instance_12584,1221317.0,64.0,0,8409.0
instance_12585,1221465.0,64.0,0,1767.0
instance_12587,1221585.0,64.0,0,14611.0
instance_12588,1221586.0,64.0,0,23417.0
instance_12589,1221706.0,64.0,0,8131.0
instance_12591,1221735.0,64.0,0,8380.0
instance_12594,1221855.0,64.0,0,20879.0
instance_12595,1221916.0,96.0,0,9530.0
instance_12598,1222186.0,64.0,0,14725.0
instance_12600,1222305.0,96.0,0,43921.0
instance_12601,1222395.0,64.0,0,19023.0
instance_12602,1222810.0,64.0,0,8402.0
instance_12603,1222999.0,64.0,0,14784.0
instance_12605,1223003.0,8.0,1,15288.0
instance_12606,1223054.0,8.0,1,6.0
instance_12609,1223236.0,48.0,0,7186.0
instance_12610,1223505.0,64.0,0,40232.0
instance_12612,1223626.0,64.0,0,12793.0
instance_12613,1224256.0,48.0,0,6186.0
instance_12615,1226568.0,96.0,0,122.0
instance_12616,1226750.0,192.0,0,7761.0
instance_12618,1228923.0,64.0,0,6886.0
instance_12619,1228922.0,64.0,0,25734.0
instance_12620,1228922.0,64.0,0,88741.0
instance_12624,1228923.0,64.0,0,7195.0
instance_12625,1228924.0,64.0,0,7308.0
instance_12626,1228924.0,64.0,0,7334.0
instance_12627,1228924.0,64.0,0,7790.0
instance_12628,1228949.0,64.0,0,11789.0
instance_12629,1228924.0,64.0,0,13986.0
instance_12630,1228924.0,64.0,0,83450.0
instance_12632,1229256.0,64.0,0,17319.0
instance_12633,1229283.0,64.0,0,12544.0
instance_12634,1229510.0,64.0,0,90020.0
instance_12635,1229544.0,8.0,1,5.0
instance_12636,1229613.0,64.0,0,13683.0
instance_12637,1229654.0,64.0,0,12099.0
instance_12638,1229703.0,64.0,0,33470.0
instance_12639,1229733.0,64.0,0,33440.0
instance_12640,1229794.0,64.0,0,451.0
instance_12641,1229883.0,64.0,0,30940.0
instance_12642,1229884.0,64.0,0,362.0
instance_12644,1229973.0,64.0,0,5925.0
instance_12645,1230154.0,64.0,0,11469.0
instance_12646,1230208.0,48.0,0,88641.0
instance_12647,1230208.0,48.0,0,89116.0
instance_12648,1230247.0,64.0,0,26452.0
instance_12649,1230248.0,64.0,0,5984.0
instance_12651,1230336.0,64.0,0,7637.0
instance_12653,1230632.0,96.0,0,237501.0
instance_12654,1230693.0,64.0,0,24241.0
instance_12656,1230783.0,64.0,0,5837.0
instance_12657,1230783.0,64.0,0,39601.0
instance_12658,1231564.0,64.0,0,4339.0
instance_12659,1231625.0,64.0,0,80480.0
instance_12661,1232313.0,64.0,0,3665.0
instance_12662,1232403.0,96.0,0,73095.0
instance_12663,1233210.0,64.0,0,14913.0
instance_12664,1233210.0,48.0,0,86358.0
instance_12665,1234201.0,192.0,0,40738.0
instance_12666,1235423.0,64.0,0,5475.0
instance_12668,1235423.0,64.0,0,5263.0
instance_12669,1235423.0,64.0,0,5227.0
instance_12670,1235424.0,64.0,0,5771.0
instance_12672,1235424.0,64.0,0,5542.0
instance_12673,1235424.0,64.0,0,5676.0
instance_12674,1235424.0,64.0,0,5755.0
instance_12675,1235423.0,64.0,0,11142.0
instance_12676,1235425.0,64.0,0,5809.0
instance_12677,1235686.0,8.0,1,151253.0
instance_12678,1235723.0,64.0,0,5701.0
instance_12679,1235932.0,64.0,0,5893.0
instance_12680,1235966.0,64.0,0,16316.0
instance_12681,1236113.0,64.0,0,16446.0
instance_12682,1236175.0,64.0,0,6082.0
instance_12683,1236203.0,64.0,0,4733.0
instance_12684,1236533.0,64.0,0,4819.0
instance_12685,1236623.0,64.0,0,25086.0
instance_12686,1236625.0,8.0,1,6.0
instance_12689,1237158.0,8.0,1,7844.0
instance_12690,1237171.0,64.0,0,3809.0
instance_12692,1237403.0,64.0,0,52911.0
instance_12693,1237493.0,64.0,0,10020.0
instance_12694,1237776.0,8.0,1,13.0
instance_12695,1238392.0,192.0,0,21947.0
instance_12696,1240093.0,64.0,0,6320.0
instance_12697,1240093.0,64.0,0,6384.0
instance_12698,1240093.0,64.0,0,6446.0
instance_12699,1240093.0,64.0,0,9664.0
instance_12701,1240095.0,64.0,0,6618.0
instance_12702,1240095.0,64.0,0,6825.0
instance_12703,1240095.0,64.0,0,7018.0
instance_12704,1240105.0,64.0,0,42988.0
instance_12705,1240095.0,64.0,0,86102.0
instance_12706,1240279.0,64.0,0,6796.0
instance_12707,1240452.0,64.0,0,11990.0
instance_12708,1240662.0,64.0,0,6527.0
instance_12709,1240696.0,64.0,0,11256.0
instance_12710,1240723.0,64.0,0,3323.0
instance_12711,1240817.0,64.0,0,18112.0
instance_12712,1240843.0,64.0,0,6811.0
instance_12715,1240934.0,64.0,0,6182.0
instance_12716,1240994.0,64.0,0,6317.0
instance_12717,1241024.0,64.0,0,23099.0
instance_12718,1241144.0,64.0,0,35782.0
instance_12719,1241175.0,64.0,0,5757.0
instance_12720,1241264.0,64.0,0,10905.0
instance_12721,1241293.0,64.0,0,5765.0
instance_12722,1241354.0,64.0,0,18474.0
instance_12723,1241354.0,64.0,0,42505.0
instance_12724,1241383.0,64.0,0,91038.0
instance_12725,1241777.0,64.0,0,5001.0
instance_12726,1241953.0,64.0,0,5322.0
instance_12728,1242636.0,8.0,1,5.0
instance_12730,1243604.0,64.0,0,12275.0
instance_12732,1244368.0,8.0,1,15511.0
instance_12733,1244550.0,8.0,1,17.0
instance_12734,1245922.0,64.0,0,5715.0
instance_12735,1245922.0,64.0,0,5838.0
instance_12736,1245922.0,64.0,0,75344.0
instance_12737,1245922.0,64.0,0,18309.0
instance_12738,1245924.0,64.0,0,9769.0
instance_12739,1245925.0,64.0,0,5768.0
instance_12740,1245925.0,64.0,0,6121.0
instance_12741,1245925.0,64.0,0,18338.0
instance_12742,1245925.0,64.0,0,6214.0
instance_12744,1246013.0,64.0,0,5693.0
instance_12745,1246013.0,64.0,0,5832.0
instance_12746,1246132.0,64.0,0,10669.0
instance_12747,1246463.0,64.0,0,8900.0
instance_12748,1246553.0,64.0,0,25293.0
instance_12749,1246583.0,64.0,0,25896.0
instance_12750,1246612.0,64.0,0,5805.0
instance_12751,1246612.0,64.0,0,33362.0
instance_12752,1246673.0,64.0,0,12268.0
instance_12753,1246673.0,64.0,0,12346.0
instance_12754,1246673.0,64.0,0,17559.0
instance_12755,1247092.0,64.0,0,7842.0
instance_12756,1247182.0,64.0,0,7818.0
instance_12758,1247331.0,96.0,0,36890.0
instance_12759,1247519.0,64.0,0,47495.0
instance_12760,1248030.0,64.0,0,6282.0
instance_12761,1248030.0,64.0,0,6363.0
instance_12762,1248030.0,64.0,0,45483.0
instance_12766,1250784.0,8.0,1,6.0
instance_12767,1250860.0,64.0,0,86726.0
instance_12769,1250862.0,64.0,0,3826.0
instance_12770,1250862.0,64.0,0,3813.0
instance_12771,1250862.0,64.0,0,3909.0
instance_12772,1250862.0,64.0,0,6090.0
instance_12773,1250862.0,64.0,0,4002.0
instance_12774,1251160.0,64.0,0,74628.0
instance_12776,1251310.0,64.0,0,3010.0
instance_12777,1251460.0,64.0,0,4073.0
instance_12778,1251460.0,64.0,0,46083.0
instance_12779,1251670.0,64.0,0,24508.0
instance_12780,1251700.0,64.0,0,12936.0
instance_12781,1251809.0,8.0,1,14513.0
instance_12782,1251820.0,64.0,0,7662.0
instance_12783,1251850.0,64.0,0,7152.0
instance_12784,1251850.0,64.0,0,12772.0
instance_12785,1252000.0,64.0,0,12362.0
instance_12786,1252090.0,64.0,0,2905.0
instance_12787,1252150.0,64.0,0,7430.0
instance_12788,1253435.0,64.0,0,43494.0
instance_12790,1253864.0,64.0,0,4987.0
instance_12791,1253864.0,64.0,0,5084.0
instance_12792,1253864.0,64.0,0,5078.0
instance_12793,1253864.0,64.0,0,5318.0
instance_12794,1253865.0,64.0,0,5369.0
instance_12795,1253864.0,64.0,0,34738.0
instance_12796,1254163.0,64.0,0,4845.0
instance_12797,1254291.0,48.0,0,44967.0
instance_12798,1254290.0,48.0,0,44635.0
instance_12799,1254464.0,64.0,0,23095.0
instance_12800,1254464.0,64.0,0,29385.0
instance_12801,1254494.0,64.0,0,45323.0
instance_12802,1254493.0,64.0,0,10178.0
instance_12804,1254824.0,64.0,0,4897.0
instance_12805,1254853.0,64.0,0,9674.0
instance_12806,1254860.0,64.0,0,3016.0
instance_12807,1254861.0,48.0,0,32086.0
instance_12808,1254861.0,48.0,0,189441.0
instance_12809,1255004.0,64.0,0,71436.0
instance_12810,1255814.0,64.0,0,18059.0
instance_12811,1255937.0,64.0,0,8058.0
instance_12812,1256264.0,64.0,0,3253.0
instance_12813,1257261.0,64.0,0,68208.0
instance_12816,1257761.0,8.0,1,56607.0
instance_12818,1258097.0,64.0,0,5840.0
instance_12819,1258097.0,64.0,0,5898.0
instance_12820,1258097.0,64.0,0,6219.0
instance_12821,1258096.0,64.0,0,13014.0
instance_12822,1258343.0,8.0,1,8.0
instance_12823,1258504.0,64.0,0,6141.0
instance_12824,1258504.0,64.0,0,21310.0
instance_12825,1258516.0,64.0,0,14717.0
instance_12826,1258534.0,64.0,0,13928.0
instance_12827,1258564.0,64.0,0,17853.0
instance_12828,1258816.0,64.0,0,36687.0
instance_12829,1258816.0,64.0,0,36856.0
instance_12830,1258817.0,96.0,0,81701.0
instance_12832,1259055.0,64.0,0,12799.0
instance_12833,1259086.0,64.0,0,20481.0
instance_12834,1259241.0,192.0,0,32572.0
instance_12836,1259248.0,8.0,1,11829.0
instance_12837,1259265.0,64.0,0,35975.0
instance_12838,1259416.0,64.0,0,12567.0
instance_12839,1260095.0,64.0,0,4802.0
instance_12840,1261036.0,64.0,0,28349.0
instance_12842,1262124.0,64.0,0,1808.0
instance_12843,1262677.0,64.0,0,32538.0
instance_12844,1262677.0,64.0,0,55649.0
instance_12845,1263148.0,64.0,0,8776.0
instance_12846,1263155.0,64.0,0,8102.0
instance_12847,1263155.0,64.0,0,8268.0
instance_12848,1263155.0,64.0,0,8273.0
instance_12849,1263155.0,64.0,0,8914.0
instance_12850,1263155.0,64.0,0,9024.0
instance_12851,1263299.0,64.0,0,16940.0
instance_12853,1263510.0,64.0,0,7902.0
instance_12854,1263598.0,64.0,0,7512.0
instance_12855,1263688.0,64.0,0,12506.0
instance_12856,1263748.0,64.0,0,62556.0
instance_12858,1263928.0,64.0,0,30933.0
instance_12859,1264048.0,64.0,0,47306.0
instance_12860,1264087.0,192.0,0,2738.0
instance_12861,1264170.0,64.0,0,8098.0
instance_12862,1264170.0,64.0,0,8952.0
instance_12863,1264198.0,64.0,0,15389.0
instance_12864,1264228.0,64.0,0,36699.0
instance_12865,1264414.0,8.0,1,8.0
instance_12866,1264442.0,64.0,0,61778.0
instance_12867,1265160.0,64.0,0,56280.0
instance_12870,1265528.0,48.0,0,27573.0
instance_12872,1265666.0,8.0,1,7.0
instance_12873,1265732.0,8.0,1,11867.0
instance_12874,1265912.0,96.0,0,53317.0
instance_12875,1266540.0,64.0,0,4937.0
instance_12876,1266958.0,64.0,0,4444.0
instance_12878,1268852.0,64.0,0,4573.0
instance_12880,1269983.0,8.0,1,27494.0
instance_12881,1270354.0,8.0,1,7.0
instance_12882,1270596.0,64.0,0,4959.0
instance_12883,1270596.0,64.0,0,5621.0
instance_12884,1270597.0,64.0,0,76312.0
instance_12885,1270602.0,64.0,0,5162.0
instance_12886,1270602.0,64.0,0,5217.0
instance_12887,1270602.0,64.0,0,5043.0
instance_12888,1270602.0,64.0,0,5238.0
instance_12889,1270602.0,64.0,0,5302.0
instance_12890,1270804.0,192.0,0,125883.0
instance_12891,1271193.0,64.0,0,5226.0
instance_12892,1271287.0,64.0,0,4284.0
instance_12893,1271289.0,64.0,0,4751.0
instance_12894,1271346.0,64.0,0,12991.0
instance_12895,1271407.0,64.0,0,28410.0
instance_12896,1271527.0,64.0,0,4719.0
instance_12897,1271527.0,64.0,0,29444.0
instance_12898,1271707.0,64.0,0,28224.0
instance_12899,1271917.0,64.0,0,66104.0
instance_12900,1272126.0,64.0,0,11771.0
instance_12901,1272397.0,64.0,0,1594.0
instance_12904,1272757.0,64.0,0,22809.0
instance_12907,1272917.0,64.0,0,3838.0
instance_12908,1273298.0,64.0,0,52473.0
instance_12909,1273546.0,64.0,0,10463.0
instance_12911,1274789.0,96.0,0,5716.0
instance_12912,1274953.0,64.0,0,4270.0
instance_12913,1274953.0,64.0,0,6079.0
instance_12914,1274955.0,64.0,0,4409.0
instance_12915,1274955.0,64.0,0,4591.0
instance_12916,1274955.0,64.0,0,4578.0
instance_12917,1274955.0,64.0,0,6590.0
instance_12918,1274955.0,64.0,0,66324.0
instance_12920,1275581.0,64.0,0,3985.0
instance_12921,1275733.0,64.0,0,42826.0
instance_12922,1275763.0,64.0,0,84455.0
instance_12923,1275824.0,64.0,0,13494.0
instance_12924,1275973.0,64.0,0,24113.0
instance_12925,1276333.0,64.0,0,50260.0
instance_12926,1276424.0,64.0,0,12872.0
instance_12927,1276943.0,8.0,1,22746.0
instance_12928,1277083.0,64.0,0,55307.0
instance_12929,1277258.0,8.0,1,14.0
instance_12931,1278646.0,48.0,0,5137.0
instance_12932,1278620.0,64.0,0,6606.0
instance_12933,1278619.0,64.0,0,14187.0
instance_12934,1278620.0,64.0,0,4693.0
instance_12935,1278620.0,64.0,0,4755.0
instance_12936,1278620.0,64.0,0,4891.0
instance_12937,1278620.0,64.0,0,14412.0
instance_12938,1278979.0,64.0,0,68628.0
instance_12940,1279129.0,64.0,0,16342.0
instance_12941,1279673.0,64.0,0,15526.0
instance_12942,1279820.0,64.0,0,20247.0
instance_12949,1281532.0,96.0,0,1604.0
instance_12950,1282546.0,12.0,1,590.0
instance_12951,1282581.0,64.0,0,6642.0
instance_12952,1282606.0,64.0,0,6173.0
instance_12953,1282581.0,64.0,0,6501.0
instance_12954,1282581.0,96.0,0,43651.0
instance_12955,1282581.0,64.0,0,105199.0
instance_12956,1282612.0,64.0,0,6345.0
instance_12957,1283151.0,64.0,0,121278.0
instance_12961,1283510.0,64.0,0,5830.0
instance_12962,1283571.0,64.0,0,34925.0
instance_12963,1283871.0,64.0,0,75494.0
instance_12964,1283961.0,96.0,0,8643.0
instance_12965,1284035.0,64.0,0,4728.0
instance_12966,1284382.0,64.0,0,4634.0
instance_12967,1284515.0,8.0,1,3.0
instance_12969,1286597.0,8.0,1,6095.0
instance_12970,1287600.0,192.0,0,9686.0
instance_12971,1288191.0,64.0,0,6521.0
instance_12972,1288191.0,64.0,0,6416.0
instance_12973,1288191.0,64.0,0,6525.0
instance_12974,1288191.0,64.0,0,6705.0
instance_12975,1288191.0,64.0,0,6763.0
instance_12976,1288191.0,64.0,0,6763.0
instance_12977,1288191.0,96.0,0,13111.0
instance_12982,1288945.0,64.0,0,43175.0
instance_12984,1289272.0,64.0,0,12877.0
instance_12986,1289871.0,64.0,0,16898.0
instance_12987,1290323.0,64.0,0,16700.0
instance_12989,1290414.0,96.0,0,6419.0
instance_12990,1290663.0,192.0,0,160473.0
instance_12993,1290892.0,64.0,0,268996.0
instance_12998,1292075.0,8.0,1,4.0
instance_12999,1292356.0,96.0,0,7133.0
instance_13000,1292356.0,48.0,0,44131.0
instance_13003,1294109.0,64.0,0,5315.0
instance_13004,1294109.0,64.0,0,5337.0
instance_13005,1294109.0,64.0,0,6628.0
instance_13006,1294109.0,64.0,0,5016.0
instance_13007,1294110.0,64.0,0,5267.0
instance_13008,1294109.0,64.0,0,5308.0
instance_13009,1294138.0,64.0,0,121903.0
instance_13011,1294365.0,96.0,0,4937.0
instance_13014,1294770.0,64.0,0,210503.0
instance_13015,1294799.0,64.0,0,155459.0
instance_13018,1295037.0,64.0,0,167005.0
instance_13019,1295007.0,64.0,0,142836.0
instance_13020,1294829.0,64.0,0,125.0
instance_13021,1295028.0,64.0,0,63695.0
instance_13022,1296023.0,8.0,1,17355.0
instance_13025,1297019.0,64.0,0,40718.0
instance_13027,1298488.0,48.0,0,5390.0
instance_13028,1298488.0,48.0,0,74690.0
instance_13030,1298583.0,64.0,0,5384.0
instance_13031,1298583.0,64.0,0,5480.0
instance_13032,1298583.0,64.0,0,5515.0
instance_13033,1298583.0,64.0,0,5480.0
instance_13034,1298583.0,64.0,0,5838.0
instance_13035,1298584.0,64.0,0,13059.0
instance_13036,1298914.0,8.0,1,6.0
instance_13037,1298970.0,8.0,1,15740.0
instance_13039,1299017.0,96.0,0,83306.0
instance_13041,1299270.0,64.0,0,12198.0
instance_13042,1299362.0,64.0,0,26351.0
instance_13044,1299451.0,64.0,0,5199.0
instance_13045,1299541.0,64.0,0,4942.0
instance_13046,1299631.0,64.0,0,26040.0
instance_13048,1299768.0,64.0,0,4086.0
instance_13049,1300471.0,64.0,0,137246.0
instance_13050,1300530.0,64.0,0,169341.0
instance_13051,1301529.0,8.0,1,1200.0
instance_13052,1301532.0,8.0,1,650.0
instance_13053,1301532.0,8.0,1,4011.0
instance_13054,1301701.0,64.0,0,2518.0
instance_13056,1303297.0,48.0,0,70172.0
instance_13058,1303298.0,64.0,0,7529.0
instance_13060,1303299.0,64.0,0,7644.0
instance_13061,1303299.0,64.0,0,7632.0
instance_13062,1303299.0,64.0,0,7746.0
instance_13063,1303299.0,64.0,0,8273.0
instance_13065,1303776.0,64.0,0,16120.0
instance_13066,1304046.0,64.0,0,69966.0
instance_13069,1304197.0,64.0,0,22401.0
instance_13070,1304287.0,96.0,0,43013.0
instance_13071,1305769.0,64.0,0,4822.0
instance_13072,1305829.0,192.0,0,132403.0
instance_13074,1306428.0,48.0,0,19130.0
instance_13076,1306789.0,192.0,0,138811.0
instance_13077,1306834.0,8.0,1,6.0
instance_13081,1310136.0,64.0,0,7702.0
instance_13082,1310136.0,64.0,0,7750.0
instance_13083,1310136.0,64.0,0,9924.0
instance_13084,1310136.0,64.0,0,9980.0
instance_13085,1310136.0,64.0,0,33958.0
instance_13088,1310765.0,64.0,0,7019.0
instance_13089,1310765.0,64.0,0,7121.0
instance_13090,1310856.0,64.0,0,7535.0
instance_13092,1310917.0,64.0,0,21499.0
instance_13093,1311037.0,64.0,0,36143.0
instance_13094,1311296.0,64.0,0,6811.0
instance_13095,1311683.0,8.0,1,9435.0
instance_13097,1312646.0,192.0,0,180405.0
instance_13098,1313065.0,8.0,1,6.0
instance_13099,1314084.0,8.0,1,8851.0
instance_13101,1314936.0,96.0,0,91940.0
instance_13102,1317049.0,48.0,0,2279.0
instance_13103,1317050.0,64.0,0,8679.0
instance_13104,1317050.0,64.0,0,8877.0
instance_13105,1317049.0,64.0,0,10533.0
instance_13106,1317050.0,64.0,0,14989.0
instance_13107,1317050.0,64.0,0,20452.0
instance_13108,1317049.0,48.0,0,23168.0
instance_13109,1317050.0,64.0,0,23991.0
instance_13110,1317049.0,64.0,0,24475.0
instance_13111,1317050.0,64.0,0,8777.0
instance_13112,1317050.0,64.0,0,8818.0
instance_13113,1317050.0,64.0,0,24733.0
instance_13115,1317721.0,48.0,0,190738.0
instance_13117,1317709.0,64.0,0,8484.0
instance_13123,1317952.0,64.0,0,10115.0
instance_13125,1317979.0,64.0,0,8319.0
instance_13127,1318129.0,64.0,0,8002.0
instance_13135,1319029.0,48.0,0,6555.0
instance_13136,1319360.0,64.0,0,27644.0
instance_13137,1319456.0,192.0,0,36142.0
